GameID,GameType,HomeTeam,AwayTeam,Date
13615,Regular,Houston Rockets,Portland Trail Blazers,03-11-2007
13616,Regular,Memphis Grizzlies,Indiana Pacers,03-11-2007
13617,Regular,Washington Wizards,Orlando Magic,03-11-2007
13618,Regular,Philadelphia 76ers,New Jersey Nets,03-11-2007
13619,Regular,Dallas Mavericks,Sacramento Kings,03-11-2007
13620,Regular,Utah Jazz,Golden State Warriors,03-11-2007
13621,Regular,Miami Heat,Charlotte Bobcats,04-11-2007
13622,Regular,New York Knicks,Minnesota Timberwolves,04-11-2007
13623,Regular,Detroit Pistons,Atlanta Hawks,04-11-2007
13624,Regular,Denver Nuggets,New Orleans Hornets,04-11-2007
13625,Regular,Phoenix Suns,Cleveland Cavaliers,04-11-2007
13626,Regular,Los Angeles Lakers,Utah Jazz,04-11-2007
13627,Regular,Los Angeles Clippers,Seattle SuperSonics,04-11-2007
13628,Regular,Toronto Raptors,Boston Celtics,04-11-2007
13629,Regular,Dallas Mavericks,Houston Rockets,05-11-2007
13630,Regular,Milwaukee Bucks,Toronto Raptors,06-11-2007
13631,Regular,Charlotte Bobcats,Phoenix Suns,06-11-2007
13632,Regular,New Jersey Nets,Atlanta Hawks,06-11-2007
13633,Regular,New York Knicks,Denver Nuggets,06-11-2007
13634,Regular,Minnesota Timberwolves,Orlando Magic,06-11-2007
13635,Regular,Chicago Bulls,Los Angeles Clippers,06-11-2007
13636,Regular,Houston Rockets,San Antonio Spurs,06-11-2007
13637,Regular,Los Angeles Lakers,New Orleans Hornets,06-11-2007
13638,Regular,Golden State Warriors,Cleveland Cavaliers,06-11-2007
13639,Regular,Sacramento Kings,Seattle SuperSonics,06-11-2007
13640,Regular,Utah Jazz,Cleveland Cavaliers,07-11-2007
13641,Regular,Indiana Pacers,Los Angeles Clippers,07-11-2007
13642,Regular,Atlanta Hawks,Phoenix Suns,07-11-2007
13643,Regular,Seattle SuperSonics,Memphis Grizzlies,07-11-2007
13644,Regular,San Antonio Spurs,Miami Heat,07-11-2007
13645,Regular,Portland Trail Blazers,New Orleans Hornets,07-11-2007
13646,Regular,Toronto Raptors,Orlando Magic,07-11-2007
13647,Regular,Philadelphia 76ers,Charlotte Bobcats,07-11-2007
13648,Regular,Boston Celtics,Denver Nuggets,07-11-2007
13649,Regular,New Jersey Nets,Washington Wizards,08-11-2007
13650,Regular,Golden State Warriors,Dallas Mavericks,08-11-2007
13651,Regular,Chicago Bulls,Detroit Pistons,08-11-2007
13652,Regular,Washington Wizards,Denver Nuggets,09-11-2007
13653,Regular,Charlotte Bobcats,Indiana Pacers,09-11-2007
13654,Regular,Philadelphia 76ers,Toronto Raptors,09-11-2007
13655,Regular,Boston Celtics,Atlanta Hawks,09-11-2007
13656,Regular,Miami Heat,Phoenix Suns,09-11-2007
13657,Regular,New York Knicks,Orlando Magic,09-11-2007
13658,Regular,New Orleans Hornets,San Antonio Spurs,09-11-2007
13659,Regular,Detroit Pistons,Los Angeles Clippers,09-11-2007
13660,Regular,Los Angeles Lakers,Minnesota Timberwolves,09-11-2007
13661,Regular,Portland Trail Blazers,Memphis Grizzlies,09-11-2007
13662,Regular,Houston Rockets,Milwaukee Bucks,09-11-2007
13663,Regular,Seattle SuperSonics,Utah Jazz,09-11-2007
13664,Regular,Sacramento Kings,Cleveland Cavaliers,09-11-2007
13665,Regular,Indiana Pacers,Denver Nuggets,10-11-2007
13666,Regular,Orlando Magic,Phoenix Suns,10-11-2007
13667,Regular,New Jersey Nets,Boston Celtics,10-11-2007
13668,Regular,Chicago Bulls,Toronto Raptors,10-11-2007
13669,Regular,Utah Jazz,Memphis Grizzlies,10-11-2007
13670,Regular,Portland Trail Blazers,Dallas Mavericks,10-11-2007
13671,Regular,Sacramento Kings,Minnesota Timberwolves,10-11-2007
13672,Regular,Los Angeles Clippers,Cleveland Cavaliers,11-11-2007
13673,Regular,Seattle SuperSonics,Detroit Pistons,11-11-2007
13674,Regular,New York Knicks,Miami Heat,11-11-2007
13675,Regular,Charlotte Bobcats,Houston Rockets,11-11-2007
13676,Regular,Atlanta Hawks,Washington Wizards,11-11-2007
13677,Regular,Philadelphia 76ers,New Orleans Hornets,11-11-2007
13678,Regular,San Antonio Spurs,Milwaukee Bucks,11-11-2007
13679,Regular,New Jersey Nets,New Orleans Hornets,12-11-2007
13680,Regular,Denver Nuggets,Cleveland Cavaliers,12-11-2007
13681,Regular,Utah Jazz,Sacramento Kings,12-11-2007
13682,Regular,Indiana Pacers,Boston Celtics,13-11-2007
13683,Regular,Orlando Magic,Seattle SuperSonics,13-11-2007
13684,Regular,Memphis Grizzlies,Houston Rockets,13-11-2007
13685,Regular,Dallas Mavericks,Philadelphia 76ers,13-11-2007
13686,Regular,San Antonio Spurs,Los Angeles Lakers,13-11-2007
13687,Regular,Phoenix Suns,New York Knicks,13-11-2007
13688,Regular,Portland Trail Blazers,Detroit Pistons,13-11-2007
13689,Regular,Charlotte Bobcats,Miami Heat,13-11-2007
13690,Regular,New Orleans Hornets,Philadelphia 76ers,14-11-2007
13691,Regular,Denver Nuggets,Portland Trail Blazers,14-11-2007
13692,Regular,Los Angeles Clippers,New York Knicks,14-11-2007
13693,Regular,Golden State Warriors,Detroit Pistons,14-11-2007
13694,Regular,Milwaukee Bucks,Memphis Grizzlies,14-11-2007
13695,Regular,Miami Heat,Seattle SuperSonics,14-11-2007
13696,Regular,Minnesota Timberwolves,Sacramento Kings,14-11-2007
13697,Regular,Washington Wizards,Indiana Pacers,14-11-2007
13698,Regular,Houston Rockets,Los Angeles Lakers,14-11-2007
13699,Regular,Toronto Raptors,Utah Jazz,14-11-2007
13700,Regular,Cleveland Cavaliers,Orlando Magic,14-11-2007
13701,Regular,Boston Celtics,New Jersey Nets,14-11-2007
13702,Regular,Atlanta Hawks,Charlotte Bobcats,14-11-2007
13703,Regular,Dallas Mavericks,San Antonio Spurs,15-11-2007
13704,Regular,Phoenix Suns,Chicago Bulls,15-11-2007
13705,Regular,Toronto Raptors,Indiana Pacers,16-11-2007
13706,Regular,Philadelphia 76ers,Portland Trail Blazers,16-11-2007
13707,Regular,Atlanta Hawks,Seattle SuperSonics,16-11-2007
13708,Regular,Cleveland Cavaliers,Utah Jazz,16-11-2007
13709,Regular,New Jersey Nets,Orlando Magic,16-11-2007
13710,Regular,Memphis Grizzlies,New Orleans Hornets,16-11-2007
13711,Regular,San Antonio Spurs,Houston Rockets,16-11-2007
13712,Regular,Sacramento Kings,New York Knicks,16-11-2007
13713,Regular,Golden State Warriors,Los Angeles Clippers,16-11-2007
13714,Regular,Los Angeles Lakers,Detroit Pistons,16-11-2007
13715,Regular,Boston Celtics,Miami Heat,16-11-2007
13716,Regular,Minnesota Timberwolves,Washington Wizards,16-11-2007
13717,Regular,Los Angeles Clippers,Chicago Bulls,17-11-2007
13718,Regular,Denver Nuggets,New York Knicks,17-11-2007
13719,Regular,Milwaukee Bucks,Atlanta Hawks,17-11-2007
13720,Regular,Indiana Pacers,Utah Jazz,17-11-2007
13721,Regular,Washington Wizards,Portland Trail Blazers,17-11-2007
13722,Regular,New Jersey Nets,Miami Heat,17-11-2007
13723,Regular,Minnesota Timberwolves,New Orleans Hornets,17-11-2007
13724,Regular,Dallas Mavericks,Memphis Grizzlies,17-11-2007
13725,Regular,Houston Rockets,Phoenix Suns,17-11-2007
13726,Regular,Charlotte Bobcats,Seattle SuperSonics,17-11-2007
13727,Regular,Orlando Magic,Boston Celtics,18-11-2007
13728,Regular,Sacramento Kings,Detroit Pistons,18-11-2007
13729,Regular,Toronto Raptors,Golden State Warriors,18-11-2007
13730,Regular,Los Angeles Lakers,Chicago Bulls,18-11-2007
13731,Regular,Charlotte Bobcats,Portland Trail Blazers,19-11-2007
13732,Regular,Memphis Grizzlies,Seattle SuperSonics,19-11-2007
13733,Regular,New Orleans Hornets,Orlando Magic,19-11-2007
13734,Regular,Utah Jazz,New Jersey Nets,19-11-2007
13735,Regular,New York Knicks,Golden State Warriors,20-11-2007
13736,Regular,Sacramento Kings,Phoenix Suns,20-11-2007
13737,Regular,Denver Nuggets,Chicago Bulls,20-11-2007
13738,Regular,Washington Wizards,Philadelphia 76ers,20-11-2007
13739,Regular,Cleveland Cavaliers,Milwaukee Bucks,20-11-2007
13740,Regular,Atlanta Hawks,San Antonio Spurs,20-11-2007
13741,Regular,Dallas Mavericks,Toronto Raptors,20-11-2007
13742,Regular,Indiana Pacers,Los Angeles Lakers,20-11-2007
13743,Regular,Houston Rockets,Dallas Mavericks,21-11-2007
13744,Regular,Charlotte Bobcats,Washington Wizards,21-11-2007
13745,Regular,Boston Celtics,Golden State Warriors,21-11-2007
13746,Regular,Miami Heat,Atlanta Hawks,21-11-2007
13747,Regular,Memphis Grizzlies,Toronto Raptors,21-11-2007
13748,Regular,Milwaukee Bucks,Los Angeles Lakers,21-11-2007
13749,Regular,Minnesota Timberwolves,Cleveland Cavaliers,21-11-2007
13750,Regular,San Antonio Spurs,Orlando Magic,21-11-2007
13751,Regular,Phoenix Suns,Sacramento Kings,21-11-2007
13752,Regular,Portland Trail Blazers,New Jersey Nets,21-11-2007
13753,Regular,Los Angeles Clippers,Denver Nuggets,21-11-2007
13754,Regular,Detroit Pistons,New York Knicks,21-11-2007
13755,Regular,New Orleans Hornets,Indiana Pacers,21-11-2007
13756,Regular,Utah Jazz,New Orleans Hornets,23-11-2007
13757,Regular,Orlando Magic,Charlotte Bobcats,23-11-2007
13758,Regular,Washington Wizards,Golden State Warriors,23-11-2007
13759,Regular,Boston Celtics,Los Angeles Lakers,23-11-2007
13760,Regular,Detroit Pistons,Philadelphia 76ers,23-11-2007
13761,Regular,Indiana Pacers,Dallas Mavericks,23-11-2007
13762,Regular,Miami Heat,Houston Rockets,23-11-2007
13763,Regular,San Antonio Spurs,Memphis Grizzlies,23-11-2007
13764,Regular,Portland Trail Blazers,Sacramento Kings,23-11-2007
13765,Regular,Denver Nuggets,Minnesota Timberwolves,23-11-2007
13766,Regular,Phoenix Suns,Los Angeles Clippers,23-11-2007
13767,Regular,Seattle SuperSonics,New Jersey Nets,23-11-2007
13768,Regular,Milwaukee Bucks,Dallas Mavericks,24-11-2007
13769,Regular,Houston Rockets,Denver Nuggets,24-11-2007
13770,Regular,Minnesota Timberwolves,Atlanta Hawks,24-11-2007
13771,Regular,Memphis Grizzlies,Washington Wizards,24-11-2007
13772,Regular,Philadelphia 76ers,Golden State Warriors,24-11-2007
13773,Regular,Orlando Magic,Miami Heat,24-11-2007
13774,Regular,Charlotte Bobcats,Boston Celtics,24-11-2007
13775,Regular,New York Knicks,Chicago Bulls,24-11-2007
13776,Regular,Cleveland Cavaliers,Toronto Raptors,24-11-2007
13777,Regular,Los Angeles Clippers,New Orleans Hornets,24-11-2007
13778,Regular,Indiana Pacers,Cleveland Cavaliers,25-11-2007
13779,Regular,Detroit Pistons,Utah Jazz,25-11-2007
13780,Regular,Toronto Raptors,Chicago Bulls,25-11-2007
13781,Regular,Seattle SuperSonics,San Antonio Spurs,25-11-2007
13782,Regular,Los Angeles Lakers,New Jersey Nets,25-11-2007
13783,Regular,New York Knicks,Utah Jazz,26-11-2007
13784,Regular,New Orleans Hornets,Minnesota Timberwolves,26-11-2007
13785,Regular,Dallas Mavericks,Washington Wizards,26-11-2007
13786,Regular,Portland Trail Blazers,Orlando Magic,26-11-2007
13787,Regular,Sacramento Kings,San Antonio Spurs,26-11-2007
13788,Regular,Golden State Warriors,Phoenix Suns,26-11-2007
13789,Regular,Los Angeles Clippers,Houston Rockets,26-11-2007
13790,Regular,Milwaukee Bucks,Philadelphia 76ers,27-11-2007
13791,Regular,Chicago Bulls,Atlanta Hawks,27-11-2007
13792,Regular,Denver Nuggets,Indiana Pacers,27-11-2007
13793,Regular,Los Angeles Lakers,Seattle SuperSonics,27-11-2007
13794,Regular,Miami Heat,Charlotte Bobcats,27-11-2007
13795,Regular,Cleveland Cavaliers,Boston Celtics,27-11-2007
13796,Regular,New Jersey Nets,Memphis Grizzlies,27-11-2007
13797,Regular,Sacramento Kings,Golden State Warriors,28-11-2007
13798,Regular,Atlanta Hawks,Milwaukee Bucks,28-11-2007
13799,Regular,Philadelphia 76ers,Utah Jazz,28-11-2007
13800,Regular,Toronto Raptors,Memphis Grizzlies,28-11-2007
13801,Regular,Detroit Pistons,Cleveland Cavaliers,28-11-2007
13802,Regular,Dallas Mavericks,Minnesota Timberwolves,28-11-2007
13803,Regular,San Antonio Spurs,Washington Wizards,28-11-2007
13804,Regular,Phoenix Suns,Houston Rockets,28-11-2007
13805,Regular,Portland Trail Blazers,Indiana Pacers,28-11-2007
13806,Regular,Seattle SuperSonics,Orlando Magic,28-11-2007
13807,Regular,Boston Celtics,New York Knicks,29-11-2007
13808,Regular,Golden State Warriors,Houston Rockets,29-11-2007
13809,Regular,Los Angeles Lakers,Denver Nuggets,29-11-2007
13810,Regular,Philadelphia 76ers,Washington Wizards,30-11-2007
13811,Regular,Seattle SuperSonics,Indiana Pacers,30-11-2007
13812,Regular,Denver Nuggets,Los Angeles Clippers,30-11-2007
13813,Regular,Phoenix Suns,Orlando Magic,30-11-2007
13814,Regular,Dallas Mavericks,Portland Trail Blazers,30-11-2007
13815,Regular,Minnesota Timberwolves,San Antonio Spurs,30-11-2007
13816,Regular,New York Knicks,Milwaukee Bucks,30-11-2007
13817,Regular,Toronto Raptors,Cleveland Cavaliers,30-11-2007
13818,Regular,Utah Jazz,Los Angeles Lakers,30-11-2007
13819,Regular,Atlanta Hawks,New Orleans Hornets,30-11-2007
13820,Regular,Miami Heat,Boston Celtics,30-11-2007
13821,Regular,Sacramento Kings,Houston Rockets,01-12-2007
13822,Regular,Milwaukee Bucks,Detroit Pistons,01-12-2007
13823,Regular,Chicago Bulls,Charlotte Bobcats,01-12-2007
13824,Regular,New Orleans Hornets,Dallas Mavericks,01-12-2007
13825,Regular,Memphis Grizzlies,Minnesota Timberwolves,01-12-2007
13826,Regular,New Jersey Nets,Philadelphia 76ers,01-12-2007
13827,Regular,Washington Wizards,Toronto Raptors,01-12-2007
13828,Regular,San Antonio Spurs,Portland Trail Blazers,02-12-2007
13829,Regular,Los Angeles Lakers,Orlando Magic,02-12-2007
13830,Regular,Denver Nuggets,Miami Heat,02-12-2007
13831,Regular,Seattle SuperSonics,Golden State Warriors,02-12-2007
13832,Regular,Detroit Pistons,New Jersey Nets,02-12-2007
13833,Regular,Boston Celtics,Cleveland Cavaliers,02-12-2007
13834,Regular,New York Knicks,Phoenix Suns,02-12-2007
13835,Regular,Los Angeles Clippers,Indiana Pacers,02-12-2007
13836,Regular,Philadelphia 76ers,Atlanta Hawks,03-12-2007
13837,Regular,Toronto Raptors,Charlotte Bobcats,03-12-2007
13838,Regular,Memphis Grizzlies,Portland Trail Blazers,03-12-2007
13839,Regular,Chicago Bulls,Dallas Mavericks,03-12-2007
13840,Regular,Utah Jazz,Miami Heat,03-12-2007
13841,Regular,Golden State Warriors,Orlando Magic,03-12-2007
13842,Regular,Sacramento Kings,Utah Jazz,04-12-2007
13843,Regular,Cleveland Cavaliers,New Jersey Nets,04-12-2007
13844,Regular,Indiana Pacers,Phoenix Suns,04-12-2007
13845,Regular,Minnesota Timberwolves,Los Angeles Lakers,04-12-2007
13846,Regular,Atlanta Hawks,Detroit Pistons,04-12-2007
13847,Regular,Los Angeles Clippers,Milwaukee Bucks,04-12-2007
13848,Regular,Charlotte Bobcats,Chicago Bulls,05-12-2007
13849,Regular,Seattle SuperSonics,Los Angeles Clippers,05-12-2007
13850,Regular,Golden State Warriors,Milwaukee Bucks,05-12-2007
13851,Regular,Denver Nuggets,Los Angeles Lakers,05-12-2007
13852,Regular,San Antonio Spurs,Dallas Mavericks,05-12-2007
13853,Regular,Philadelphia 76ers,Boston Celtics,05-12-2007
13854,Regular,New Orleans Hornets,Detroit Pistons,05-12-2007
13855,Regular,New Jersey Nets,New York Knicks,05-12-2007
13856,Regular,Washington Wizards,Cleveland Cavaliers,05-12-2007
13857,Regular,Houston Rockets,Memphis Grizzlies,05-12-2007
13858,Regular,Toronto Raptors,Phoenix Suns,05-12-2007
13859,Regular,Portland Trail Blazers,Miami Heat,06-12-2007
13860,Regular,Atlanta Hawks,Minnesota Timberwolves,06-12-2007
13861,Regular,Dallas Mavericks,Denver Nuggets,06-12-2007
13862,Regular,Detroit Pistons,Chicago Bulls,07-12-2007
13863,Regular,Philadelphia 76ers,New York Knicks,07-12-2007
13864,Regular,Boston Celtics,Toronto Raptors,07-12-2007
13865,Regular,New Jersey Nets,Houston Rockets,07-12-2007
13866,Regular,New Orleans Hornets,Memphis Grizzlies,07-12-2007
13867,Regular,San Antonio Spurs,Utah Jazz,07-12-2007
13868,Regular,Sacramento Kings,Los Angeles Clippers,07-12-2007
13869,Regular,Golden State Warriors,Miami Heat,07-12-2007
13870,Regular,Seattle SuperSonics,Milwaukee Bucks,07-12-2007
13871,Regular,Washington Wizards,Phoenix Suns,07-12-2007
13872,Regular,Orlando Magic,Indiana Pacers,07-12-2007
13873,Regular,Chicago Bulls,Boston Celtics,08-12-2007
13874,Regular,Charlotte Bobcats,Cleveland Cavaliers,08-12-2007
13875,Regular,New York Knicks,Philadelphia 76ers,08-12-2007
13876,Regular,Minnesota Timberwolves,Phoenix Suns,08-12-2007
13877,Regular,Denver Nuggets,Sacramento Kings,08-12-2007
13878,Regular,Dallas Mavericks,Utah Jazz,08-12-2007
13879,Regular,Atlanta Hawks,Memphis Grizzlies,08-12-2007
13880,Regular,Toronto Raptors,Houston Rockets,09-12-2007
13881,Regular,Los Angeles Clippers,Miami Heat,09-12-2007
13882,Regular,Detroit Pistons,Charlotte Bobcats,09-12-2007
13883,Regular,Portland Trail Blazers,Milwaukee Bucks,09-12-2007
13884,Regular,New Orleans Hornets,Seattle SuperSonics,09-12-2007
13885,Regular,Washington Wizards,New Jersey Nets,09-12-2007
13886,Regular,Los Angeles Lakers,Golden State Warriors,09-12-2007
13887,Regular,Orlando Magic,Atlanta Hawks,10-12-2007
13888,Regular,Philadelphia 76ers,Houston Rockets,10-12-2007
13889,Regular,Sacramento Kings,Milwaukee Bucks,10-12-2007
13890,Regular,New York Knicks,Dallas Mavericks,10-12-2007
13891,Regular,Phoenix Suns,Miami Heat,10-12-2007
13892,Regular,Atlanta Hawks,Toronto Raptors,11-12-2007
13893,Regular,Cleveland Cavaliers,Indiana Pacers,11-12-2007
13894,Regular,Washington Wizards,Minnesota Timberwolves,11-12-2007
13895,Regular,New Jersey Nets,Los Angeles Clippers,11-12-2007
13896,Regular,Memphis Grizzlies,Detroit Pistons,11-12-2007
13897,Regular,Chicago Bulls,Seattle SuperSonics,11-12-2007
13898,Regular,Utah Jazz,Portland Trail Blazers,11-12-2007
13899,Regular,Golden State Warriors,San Antonio Spurs,11-12-2007
13900,Regular,Milwaukee Bucks,Orlando Magic,12-12-2007
13901,Regular,Indiana Pacers,Chicago Bulls,12-12-2007
13902,Regular,Philadelphia 76ers,Minnesota Timberwolves,12-12-2007
13903,Regular,Charlotte Bobcats,Los Angeles Clippers,12-12-2007
13904,Regular,Houston Rockets,Detroit Pistons,12-12-2007
13905,Regular,Boston Celtics,Sacramento Kings,12-12-2007
13906,Regular,Denver Nuggets,New Orleans Hornets,12-12-2007
13907,Regular,Portland Trail Blazers,Golden State Warriors,12-12-2007
13908,Regular,New York Knicks,Seattle SuperSonics,12-12-2007
13909,Regular,Phoenix Suns,Utah Jazz,12-12-2007
13910,Regular,Toronto Raptors,Dallas Mavericks,12-12-2007
13911,Regular,Miami Heat,Washington Wizards,13-12-2007
13912,Regular,Los Angeles Lakers,San Antonio Spurs,13-12-2007
13913,Regular,Charlotte Bobcats,Orlando Magic,14-12-2007
13914,Regular,Portland Trail Blazers,Utah Jazz,14-12-2007
13915,Regular,Dallas Mavericks,New Orleans Hornets,14-12-2007
13916,Regular,Chicago Bulls,New York Knicks,14-12-2007
13917,Regular,New Jersey Nets,Cleveland Cavaliers,14-12-2007
13918,Regular,Detroit Pistons,Atlanta Hawks,14-12-2007
13919,Regular,Memphis Grizzlies,Los Angeles Clippers,14-12-2007
13920,Regular,Golden State Warriors,Los Angeles Lakers,14-12-2007
13921,Regular,Philadelphia 76ers,Sacramento Kings,14-12-2007
13922,Regular,Indiana Pacers,Toronto Raptors,14-12-2007
13923,Regular,Minnesota Timberwolves,Seattle SuperSonics,14-12-2007
13924,Regular,Boston Celtics,Milwaukee Bucks,14-12-2007
13925,Regular,Atlanta Hawks,Charlotte Bobcats,15-12-2007
13926,Regular,Washington Wizards,Sacramento Kings,15-12-2007
13927,Regular,Cleveland Cavaliers,Philadelphia 76ers,15-12-2007
13928,Regular,Miami Heat,Indiana Pacers,15-12-2007
13929,Regular,New Orleans Hornets,Phoenix Suns,15-12-2007
13930,Regular,Houston Rockets,Dallas Mavericks,15-12-2007
13931,Regular,Milwaukee Bucks,Minnesota Timberwolves,15-12-2007
13932,Regular,San Antonio Spurs,Denver Nuggets,15-12-2007
13933,Regular,Utah Jazz,Seattle SuperSonics,15-12-2007
13934,Regular,Orlando Magic,Memphis Grizzlies,15-12-2007
13935,Regular,New York Knicks,New Jersey Nets,15-12-2007
13936,Regular,Denver Nuggets,Portland Trail Blazers,16-12-2007
13937,Regular,Detroit Pistons,Golden State Warriors,16-12-2007
13938,Regular,Los Angeles Lakers,Los Angeles Clippers,16-12-2007
13939,Regular,Toronto Raptors,Boston Celtics,16-12-2007
13940,Regular,Dallas Mavericks,Orlando Magic,17-12-2007
13941,Regular,Memphis Grizzlies,Golden State Warriors,17-12-2007
13942,Regular,New York Knicks,Indiana Pacers,17-12-2007
13943,Regular,Miami Heat,Minnesota Timberwolves,17-12-2007
13944,Regular,Atlanta Hawks,Utah Jazz,17-12-2007
13945,Regular,Cleveland Cavaliers,Milwaukee Bucks,17-12-2007
13946,Regular,Portland Trail Blazers,New Orleans Hornets,17-12-2007
13947,Regular,San Antonio Spurs,Phoenix Suns,17-12-2007
13948,Regular,New Jersey Nets,Sacramento Kings,18-12-2007
13949,Regular,Chicago Bulls,Los Angeles Lakers,18-12-2007
13950,Regular,Los Angeles Clippers,Toronto Raptors,18-12-2007
13951,Regular,Boston Celtics,Detroit Pistons,19-12-2007
13952,Regular,Seattle SuperSonics,New Orleans Hornets,19-12-2007
13953,Regular,Portland Trail Blazers,Toronto Raptors,19-12-2007
13954,Regular,Dallas Mavericks,Phoenix Suns,19-12-2007
13955,Regular,Houston Rockets,Orlando Magic,19-12-2007
13956,Regular,Atlanta Hawks,Miami Heat,19-12-2007
13957,Regular,Minnesota Timberwolves,Golden State Warriors,19-12-2007
13958,Regular,Memphis Grizzlies,San Antonio Spurs,19-12-2007
13959,Regular,New York Knicks,Cleveland Cavaliers,19-12-2007
13960,Regular,Washington Wizards,Chicago Bulls,19-12-2007
13961,Regular,Indiana Pacers,Philadelphia 76ers,19-12-2007
13962,Regular,Charlotte Bobcats,Utah Jazz,19-12-2007
13963,Regular,Milwaukee Bucks,Sacramento Kings,19-12-2007
13964,Regular,Miami Heat,New Jersey Nets,20-12-2007
13965,Regular,Cleveland Cavaliers,Los Angeles Lakers,20-12-2007
13966,Regular,Denver Nuggets,Houston Rockets,20-12-2007
13967,Regular,Boston Celtics,Chicago Bulls,21-12-2007
13968,Regular,Orlando Magic,Utah Jazz,21-12-2007
13969,Regular,Philadelphia 76ers,Los Angeles Lakers,21-12-2007
13970,Regular,Washington Wizards,Atlanta Hawks,21-12-2007
13971,Regular,Detroit Pistons,Memphis Grizzlies,21-12-2007
13972,Regular,Minnesota Timberwolves,Indiana Pacers,21-12-2007
13973,Regular,Dallas Mavericks,Los Angeles Clippers,21-12-2007
13974,Regular,Portland Trail Blazers,Denver Nuggets,21-12-2007
13975,Regular,Seattle SuperSonics,Toronto Raptors,21-12-2007
13976,Regular,Charlotte Bobcats,New York Knicks,21-12-2007
13977,Regular,Phoenix Suns,Toronto Raptors,22-12-2007
13978,Regular,San Antonio Spurs,Los Angeles Clippers,22-12-2007
13979,Regular,Milwaukee Bucks,Charlotte Bobcats,22-12-2007
13980,Regular,Chicago Bulls,Houston Rockets,22-12-2007
13981,Regular,New Jersey Nets,Golden State Warriors,22-12-2007
13982,Regular,Memphis Grizzlies,Philadelphia 76ers,22-12-2007
13983,Regular,Miami Heat,Utah Jazz,22-12-2007
13984,Regular,Indiana Pacers,Washington Wizards,22-12-2007
13985,Regular,New Orleans Hornets,Minnesota Timberwolves,22-12-2007
13986,Regular,Sacramento Kings,Denver Nuggets,23-12-2007
13987,Regular,Boston Celtics,Orlando Magic,23-12-2007
13988,Regular,Detroit Pistons,Houston Rockets,23-12-2007
13989,Regular,New York Knicks,Los Angeles Lakers,23-12-2007
13990,Regular,Cleveland Cavaliers,Golden State Warriors,23-12-2007
13991,Regular,Cleveland Cavaliers,Miami Heat,25-12-2007
13992,Regular,Los Angeles Lakers,Phoenix Suns,25-12-2007
13993,Regular,Portland Trail Blazers,Seattle SuperSonics,25-12-2007
13994,Regular,Denver Nuggets,Milwaukee Bucks,26-12-2007
13995,Regular,Golden State Warriors,Minnesota Timberwolves,26-12-2007
13996,Regular,Sacramento Kings,Boston Celtics,26-12-2007
13997,Regular,Utah Jazz,Dallas Mavericks,26-12-2007
13998,Regular,San Antonio Spurs,Chicago Bulls,26-12-2007
13999,Regular,Memphis Grizzlies,New Orleans Hornets,26-12-2007
14000,Regular,New Jersey Nets,Detroit Pistons,26-12-2007
14001,Regular,Orlando Magic,New York Knicks,26-12-2007
14002,Regular,Charlotte Bobcats,Washington Wizards,26-12-2007
14003,Regular,Atlanta Hawks,Indiana Pacers,26-12-2007
14004,Regular,Philadelphia 76ers,Miami Heat,26-12-2007
14005,Regular,Dallas Mavericks,Cleveland Cavaliers,27-12-2007
14006,Regular,Los Angeles Clippers,Phoenix Suns,27-12-2007
14007,Regular,Seattle SuperSonics,Boston Celtics,27-12-2007
14008,Regular,Sacramento Kings,Philadelphia 76ers,28-12-2007
14009,Regular,San Antonio Spurs,Toronto Raptors,28-12-2007
14010,Regular,Los Angeles Lakers,Utah Jazz,28-12-2007
14011,Regular,Portland Trail Blazers,Minnesota Timberwolves,28-12-2007
14012,Regular,Golden State Warriors,Denver Nuggets,28-12-2007
14013,Regular,Phoenix Suns,Los Angeles Clippers,28-12-2007
14014,Regular,Detroit Pistons,Indiana Pacers,28-12-2007
14015,Regular,Memphis Grizzlies,Houston Rockets,28-12-2007
14016,Regular,New Jersey Nets,Washington Wizards,28-12-2007
14017,Regular,Miami Heat,Orlando Magic,28-12-2007
14018,Regular,Charlotte Bobcats,New Orleans Hornets,28-12-2007
14019,Regular,Chicago Bulls,Milwaukee Bucks,28-12-2007
14020,Regular,Seattle SuperSonics,Minnesota Timberwolves,29-12-2007
14021,Regular,Utah Jazz,Boston Celtics,29-12-2007
14022,Regular,Milwaukee Bucks,New Jersey Nets,29-12-2007
14023,Regular,Houston Rockets,Toronto Raptors,29-12-2007
14024,Regular,Washington Wizards,Miami Heat,29-12-2007
14025,Regular,Orlando Magic,Charlotte Bobcats,29-12-2007
14026,Regular,Indiana Pacers,Detroit Pistons,29-12-2007
14027,Regular,Dallas Mavericks,Atlanta Hawks,29-12-2007
14028,Regular,New Orleans Hornets,Cleveland Cavaliers,29-12-2007
14029,Regular,New York Knicks,Chicago Bulls,30-12-2007
14030,Regular,Portland Trail Blazers,Philadelphia 76ers,30-12-2007
14031,Regular,Denver Nuggets,Golden State Warriors,30-12-2007
14032,Regular,San Antonio Spurs,Memphis Grizzlies,30-12-2007
14033,Regular,Los Angeles Lakers,Boston Celtics,30-12-2007
14034,Regular,Sacramento Kings,Phoenix Suns,30-12-2007
14035,Regular,Chicago Bulls,Orlando Magic,31-12-2007
14036,Regular,Detroit Pistons,Milwaukee Bucks,31-12-2007
