GameID,GameType,HomeTeam,AwayTeam,Date
432,Regular,Washington Bullets,New York Knicks,02-01-1997
433,Regular,Los Angeles Lakers,Sacramento Kings,03-01-1997
434,Regular,Indiana Pacers,Phoenix Suns,03-01-1997
435,Regular,Golden State Warriors,Philadelphia 76ers,03-01-1997
436,Regular,Boston Celtics,Minnesota Timberwolves,03-01-1997
437,Regular,Chicago Bulls,Orlando Magic,03-01-1997
438,Regular,New Jersey Nets,Atlanta Hawks,03-01-1997
439,Regular,Denver Nuggets,San Antonio Spurs,03-01-1997
440,Regular,Vancouver Grizzlies,Seattle SuperSonics,03-01-1997
441,Regular,Utah Jazz,Miami Heat,04-01-1997
442,Regular,Houston Rockets,Los Angeles Clippers,04-01-1997
443,Regular,Milwaukee Bucks,Minnesota Timberwolves,04-01-1997
444,Regular,Detroit Pistons,Toronto Raptors,04-01-1997
445,Regular,Atlanta Hawks,New York Knicks,04-01-1997
446,Regular,Cleveland Cavaliers,Indiana Pacers,04-01-1997
447,Regular,Charlotte Hornets,Washington Bullets,04-01-1997
448,Regular,Dallas Mavericks,Portland Trail Blazers,04-01-1997
449,Regular,Boston Celtics,Phoenix Suns,05-01-1997
450,Regular,New York Knicks,Milwaukee Bucks,05-01-1997
451,Regular,Sacramento Kings,Philadelphia 76ers,05-01-1997
452,Regular,San Antonio Spurs,Los Angeles Clippers,05-01-1997
453,Regular,Vancouver Grizzlies,Los Angeles Lakers,05-01-1997
454,Regular,Chicago Bulls,Utah Jazz,06-01-1997
455,Regular,Golden State Warriors,Charlotte Hornets,06-01-1997
456,Regular,Portland Trail Blazers,Los Angeles Lakers,06-01-1997
457,Regular,Toronto Raptors,Los Angeles Clippers,07-01-1997
458,Regular,Orlando Magic,Philadelphia 76ers,07-01-1997
459,Regular,Seattle SuperSonics,Miami Heat,07-01-1997
460,Regular,Sacramento Kings,Denver Nuggets,07-01-1997
461,Regular,New York Knicks,Dallas Mavericks,07-01-1997
462,Regular,Minnesota Timberwolves,Houston Rockets,07-01-1997
463,Regular,Indiana Pacers,Cleveland Cavaliers,07-01-1997
464,Regular,Detroit Pistons,Milwaukee Bucks,07-01-1997
465,Regular,Atlanta Hawks,Phoenix Suns,07-01-1997
466,Regular,New Jersey Nets,San Antonio Spurs,07-01-1997
467,Regular,Washington Bullets,Phoenix Suns,08-01-1997
468,Regular,Milwaukee Bucks,Utah Jazz,08-01-1997
469,Regular,Portland Trail Blazers,Miami Heat,08-01-1997
470,Regular,Los Angeles Lakers,Charlotte Hornets,08-01-1997
471,Regular,Philadelphia 76ers,Dallas Mavericks,08-01-1997
472,Regular,Denver Nuggets,Seattle SuperSonics,08-01-1997
473,Regular,Cleveland Cavaliers,Houston Rockets,08-01-1997
474,Regular,Boston Celtics,San Antonio Spurs,08-01-1997
475,Regular,Golden State Warriors,Vancouver Grizzlies,08-01-1997
476,Regular,New Jersey Nets,Minnesota Timberwolves,09-01-1997
477,Regular,Orlando Magic,Atlanta Hawks,09-01-1997
478,Regular,Toronto Raptors,Utah Jazz,09-01-1997
479,Regular,Vancouver Grizzlies,Golden State Warriors,09-01-1997
480,Regular,Washington Bullets,Los Angeles Clippers,10-01-1997
481,Regular,Phoenix Suns,Charlotte Hornets,10-01-1997
482,Regular,Philadelphia 76ers,Houston Rockets,10-01-1997
483,Regular,Los Angeles Lakers,Miami Heat,10-01-1997
484,Regular,Milwaukee Bucks,Chicago Bulls,10-01-1997
485,Regular,Denver Nuggets,Indiana Pacers,10-01-1997
486,Regular,Boston Celtics,New York Knicks,10-01-1997
487,Regular,Detroit Pistons,San Antonio Spurs,10-01-1997
488,Regular,Seattle SuperSonics,Indiana Pacers,11-01-1997
489,Regular,Atlanta Hawks,San Antonio Spurs,11-01-1997
490,Regular,Chicago Bulls,Houston Rockets,11-01-1997
491,Regular,Cleveland Cavaliers,Washington Bullets,11-01-1997
492,Regular,Dallas Mavericks,Denver Nuggets,11-01-1997
493,Regular,Detroit Pistons,Utah Jazz,11-01-1997
494,Regular,Minnesota Timberwolves,Los Angeles Clippers,11-01-1997
495,Regular,New Jersey Nets,Toronto Raptors,11-01-1997
496,Regular,New York Knicks,Boston Celtics,11-01-1997
497,Regular,Vancouver Grizzlies,Sacramento Kings,11-01-1997
498,Regular,Toronto Raptors,Orlando Magic,12-01-1997
499,Regular,Sacramento Kings,Charlotte Hornets,12-01-1997
500,Regular,Milwaukee Bucks,Golden State Warriors,12-01-1997
501,Regular,Cleveland Cavaliers,Atlanta Hawks,13-01-1997
502,Regular,Dallas Mavericks,Phoenix Suns,13-01-1997
503,Regular,Denver Nuggets,Charlotte Hornets,13-01-1997
504,Regular,Miami Heat,Washington Bullets,13-01-1997
505,Regular,New Jersey Nets,Orlando Magic,13-01-1997
506,Regular,Philadelphia 76ers,Utah Jazz,13-01-1997
507,Regular,Los Angeles Lakers,Vancouver Grizzlies,14-01-1997
508,Regular,Sacramento Kings,Indiana Pacers,14-01-1997
509,Regular,Portland Trail Blazers,Detroit Pistons,14-01-1997
510,Regular,Phoenix Suns,Denver Nuggets,14-01-1997
511,Regular,Houston Rockets,New York Knicks,14-01-1997
512,Regular,Chicago Bulls,Washington Bullets,14-01-1997
513,Regular,Boston Celtics,Golden State Warriors,14-01-1997
514,Regular,Atlanta Hawks,Minnesota Timberwolves,14-01-1997
515,Regular,Vancouver Grizzlies,Detroit Pistons,15-01-1997
516,Regular,Charlotte Hornets,New Jersey Nets,15-01-1997
517,Regular,Dallas Mavericks,Orlando Magic,15-01-1997
518,Regular,Los Angeles Clippers,Indiana Pacers,15-01-1997
519,Regular,Minnesota Timberwolves,Chicago Bulls,15-01-1997
520,Regular,Philadelphia 76ers,Golden State Warriors,15-01-1997
521,Regular,San Antonio Spurs,New York Knicks,15-01-1997
522,Regular,Seattle SuperSonics,Toronto Raptors,15-01-1997
523,Regular,Utah Jazz,Phoenix Suns,16-01-1997
524,Regular,Los Angeles Lakers,Portland Trail Blazers,16-01-1997
525,Regular,Houston Rockets,Sacramento Kings,16-01-1997
526,Regular,Boston Celtics,Miami Heat,16-01-1997
527,Regular,Atlanta Hawks,Orlando Magic,16-01-1997
528,Regular,Denver Nuggets,Cleveland Cavaliers,16-01-1997
529,Regular,Vancouver Grizzlies,Utah Jazz,17-01-1997
530,Regular,Chicago Bulls,Milwaukee Bucks,17-01-1997
531,Regular,Dallas Mavericks,Houston Rockets,17-01-1997
532,Regular,Indiana Pacers,Golden State Warriors,17-01-1997
533,Regular,Philadelphia 76ers,New Jersey Nets,17-01-1997
534,Regular,Portland Trail Blazers,Toronto Raptors,17-01-1997
535,Regular,San Antonio Spurs,Sacramento Kings,17-01-1997
536,Regular,Seattle SuperSonics,Cleveland Cavaliers,17-01-1997
537,Regular,Washington Bullets,Miami Heat,17-01-1997
538,Regular,Phoenix Suns,New York Knicks,18-01-1997
539,Regular,New Jersey Nets,Charlotte Hornets,18-01-1997
540,Regular,Minnesota Timberwolves,Golden State Warriors,18-01-1997
541,Regular,Los Angeles Lakers,Detroit Pistons,18-01-1997
542,Regular,Denver Nuggets,Dallas Mavericks,18-01-1997
543,Regular,Boston Celtics,Washington Bullets,18-01-1997
544,Regular,Atlanta Hawks,Milwaukee Bucks,18-01-1997
545,Regular,Miami Heat,Orlando Magic,19-01-1997
546,Regular,Vancouver Grizzlies,Toronto Raptors,19-01-1997
547,Regular,Los Angeles Clippers,Cleveland Cavaliers,19-01-1997
548,Regular,Portland Trail Blazers,Utah Jazz,19-01-1997
549,Regular,Houston Rockets,Chicago Bulls,19-01-1997
550,Regular,Indiana Pacers,Philadelphia 76ers,19-01-1997
551,Regular,Seattle SuperSonics,Vancouver Grizzlies,20-01-1997
552,Regular,Philadelphia 76ers,Milwaukee Bucks,20-01-1997
553,Regular,Utah Jazz,Cleveland Cavaliers,20-01-1997
554,Regular,Phoenix Suns,Detroit Pistons,20-01-1997
555,Regular,New York Knicks,Washington Bullets,20-01-1997
556,Regular,Atlanta Hawks,Charlotte Hornets,20-01-1997
557,Regular,Los Angeles Lakers,Dallas Mavericks,20-01-1997
558,Regular,Denver Nuggets,New Jersey Nets,20-01-1997
559,Regular,Minnesota Timberwolves,San Antonio Spurs,20-01-1997
560,Regular,Toronto Raptors,Minnesota Timberwolves,21-01-1997
561,Regular,Portland Trail Blazers,Los Angeles Clippers,21-01-1997
562,Regular,Orlando Magic,Washington Bullets,21-01-1997
563,Regular,Miami Heat,Atlanta Hawks,21-01-1997
564,Regular,Milwaukee Bucks,Indiana Pacers,21-01-1997
565,Regular,Chicago Bulls,New York Knicks,21-01-1997
566,Regular,Charlotte Hornets,Houston Rockets,21-01-1997
567,Regular,Golden State Warriors,Dallas Mavericks,21-01-1997
568,Regular,San Antonio Spurs,New Jersey Nets,22-01-1997
569,Regular,Boston Celtics,Philadelphia 76ers,22-01-1997
570,Regular,Denver Nuggets,Vancouver Grizzlies,22-01-1997
571,Regular,Phoenix Suns,Utah Jazz,22-01-1997
572,Regular,Sacramento Kings,Detroit Pistons,22-01-1997
573,Regular,Seattle SuperSonics,Portland Trail Blazers,22-01-1997
574,Regular,Toronto Raptors,Miami Heat,23-01-1997
575,Regular,Vancouver Grizzlies,Minnesota Timberwolves,23-01-1997
576,Regular,Orlando Magic,Milwaukee Bucks,23-01-1997
577,Regular,Los Angeles Clippers,Seattle SuperSonics,23-01-1997
578,Regular,Cleveland Cavaliers,Chicago Bulls,23-01-1997
579,Regular,Houston Rockets,New Jersey Nets,23-01-1997
580,Regular,Golden State Warriors,Detroit Pistons,23-01-1997
581,Regular,Indiana Pacers,New York Knicks,23-01-1997
582,Regular,San Antonio Spurs,Dallas Mavericks,24-01-1997
583,Regular,Philadelphia 76ers,Sacramento Kings,24-01-1997
584,Regular,Los Angeles Lakers,Golden State Warriors,24-01-1997
585,Regular,Los Angeles Clippers,Denver Nuggets,24-01-1997
586,Regular,Phoenix Suns,Portland Trail Blazers,24-01-1997
587,Regular,Boston Celtics,Orlando Magic,24-01-1997
588,Regular,Atlanta Hawks,Washington Bullets,24-01-1997
589,Regular,Charlotte Hornets,New York Knicks,24-01-1997
590,Regular,Vancouver Grizzlies,Denver Nuggets,25-01-1997
591,Regular,Atlanta Hawks,Boston Celtics,25-01-1997
592,Regular,Chicago Bulls,Toronto Raptors,25-01-1997
593,Regular,Cleveland Cavaliers,Charlotte Hornets,25-01-1997
594,Regular,Dallas Mavericks,New Jersey Nets,25-01-1997
595,Regular,Detroit Pistons,Philadelphia 76ers,25-01-1997
596,Regular,Houston Rockets,Utah Jazz,25-01-1997
597,Regular,Indiana Pacers,Milwaukee Bucks,25-01-1997
598,Regular,Portland Trail Blazers,Minnesota Timberwolves,25-01-1997
599,Regular,Washington Bullets,Sacramento Kings,25-01-1997
600,Regular,Seattle SuperSonics,Los Angeles Lakers,26-01-1997
601,Regular,New York Knicks,Miami Heat,26-01-1997
602,Regular,Milwaukee Bucks,San Antonio Spurs,26-01-1997
603,Regular,Golden State Warriors,Vancouver Grizzlies,27-01-1997
604,Regular,Miami Heat,Phoenix Suns,27-01-1997
605,Regular,Utah Jazz,Denver Nuggets,28-01-1997
606,Regular,Washington Bullets,Orlando Magic,28-01-1997
607,Regular,Vancouver Grizzlies,Chicago Bulls,28-01-1997
608,Regular,Toronto Raptors,Portland Trail Blazers,28-01-1997
609,Regular,New Jersey Nets,Cleveland Cavaliers,28-01-1997
610,Regular,New York Knicks,Boston Celtics,28-01-1997
611,Regular,Milwaukee Bucks,Detroit Pistons,28-01-1997
612,Regular,Los Angeles Clippers,Atlanta Hawks,28-01-1997
613,Regular,Indiana Pacers,Charlotte Hornets,28-01-1997
614,Regular,Dallas Mavericks,Los Angeles Lakers,28-01-1997
615,Regular,Minnesota Timberwolves,Sacramento Kings,28-01-1997
616,Regular,Orlando Magic,Phoenix Suns,29-01-1997
617,Regular,San Antonio Spurs,Los Angeles Lakers,29-01-1997
618,Regular,Charlotte Hornets,Indiana Pacers,29-01-1997
619,Regular,Cleveland Cavaliers,New York Knicks,29-01-1997
620,Regular,Detroit Pistons,Portland Trail Blazers,29-01-1997
621,Regular,Golden State Warriors,Seattle SuperSonics,29-01-1997
622,Regular,Miami Heat,Boston Celtics,29-01-1997
623,Regular,Philadelphia 76ers,Toronto Raptors,29-01-1997
624,Regular,New Jersey Nets,Phoenix Suns,30-01-1997
625,Regular,Sacramento Kings,Chicago Bulls,30-01-1997
626,Regular,Los Angeles Clippers,Vancouver Grizzlies,30-01-1997
627,Regular,Utah Jazz,Atlanta Hawks,30-01-1997
628,Regular,Dallas Mavericks,Minnesota Timberwolves,30-01-1997
629,Regular,Houston Rockets,Denver Nuggets,30-01-1997
630,Regular,Boston Celtics,Portland Trail Blazers,31-01-1997
631,Regular,Charlotte Hornets,Milwaukee Bucks,31-01-1997
632,Regular,Golden State Warriors,Chicago Bulls,31-01-1997
633,Regular,Indiana Pacers,Houston Rockets,31-01-1997
634,Regular,Philadelphia 76ers,Orlando Magic,31-01-1997
635,Regular,San Antonio Spurs,Minnesota Timberwolves,31-01-1997
636,Regular,Seattle SuperSonics,Washington Bullets,31-01-1997
637,Regular,Vancouver Grizzlies,Atlanta Hawks,31-01-1997
638,Regular,Cleveland Cavaliers,Miami Heat,01-02-1997
639,Regular,Dallas Mavericks,Utah Jazz,01-02-1997
640,Regular,Denver Nuggets,Sacramento Kings,01-02-1997
641,Regular,Los Angeles Clippers,Golden State Warriors,01-02-1997
642,Regular,Milwaukee Bucks,Philadelphia 76ers,01-02-1997
643,Regular,New Jersey Nets,Detroit Pistons,01-02-1997
644,Regular,Toronto Raptors,Phoenix Suns,01-02-1997
645,Regular,Orlando Magic,Houston Rockets,02-02-1997
646,Regular,New York Knicks,Charlotte Hornets,02-02-1997
647,Regular,Miami Heat,Cleveland Cavaliers,02-02-1997
648,Regular,Seattle SuperSonics,Chicago Bulls,02-02-1997
649,Regular,Los Angeles Lakers,Washington Bullets,02-02-1997
650,Regular,Minnesota Timberwolves,Portland Trail Blazers,02-02-1997
651,Regular,Detroit Pistons,Phoenix Suns,02-02-1997
652,Regular,Denver Nuggets,Atlanta Hawks,02-02-1997
653,Regular,Boston Celtics,Vancouver Grizzlies,02-02-1997
654,Regular,Indiana Pacers,New Jersey Nets,02-02-1997
655,Regular,San Antonio Spurs,Sacramento Kings,03-02-1997
656,Regular,Toronto Raptors,Boston Celtics,03-02-1997
657,Regular,Utah Jazz,Washington Bullets,03-02-1997
658,Regular,Portland Trail Blazers,Chicago Bulls,04-02-1997
659,Regular,Orlando Magic,Indiana Pacers,04-02-1997
660,Regular,New York Knicks,Houston Rockets,04-02-1997
661,Regular,Milwaukee Bucks,Cleveland Cavaliers,04-02-1997
662,Regular,New Jersey Nets,Vancouver Grizzlies,04-02-1997
663,Regular,Golden State Warriors,Atlanta Hawks,04-02-1997
664,Regular,Dallas Mavericks,Sacramento Kings,04-02-1997
665,Regular,Charlotte Hornets,Minnesota Timberwolves,04-02-1997
666,Regular,Los Angeles Clippers,Los Angeles Lakers,04-02-1997
667,Regular,Boston Celtics,Miami Heat,05-02-1997
668,Regular,Denver Nuggets,Washington Bullets,05-02-1997
669,Regular,Los Angeles Lakers,Chicago Bulls,05-02-1997
670,Regular,Philadelphia 76ers,San Antonio Spurs,05-02-1997
671,Regular,Phoenix Suns,Atlanta Hawks,05-02-1997
672,Regular,Seattle SuperSonics,Utah Jazz,05-02-1997
673,Regular,Toronto Raptors,Cleveland Cavaliers,05-02-1997
674,Regular,Orlando Magic,Boston Celtics,06-02-1997
675,Regular,Minnesota Timberwolves,Vancouver Grizzlies,06-02-1997
676,Regular,New Jersey Nets,Indiana Pacers,06-02-1997
677,Regular,New York Knicks,San Antonio Spurs,06-02-1997
678,Regular,Miami Heat,Milwaukee Bucks,06-02-1997
679,Regular,Charlotte Hornets,Sacramento Kings,06-02-1997
680,Regular,Detroit Pistons,Houston Rockets,06-02-1997
681,Regular,Sacramento Kings,Utah Jazz,11-02-1997
682,Regular,Washington Bullets,New York Knicks,11-02-1997
683,Regular,Seattle SuperSonics,Denver Nuggets,11-02-1997
684,Regular,Orlando Magic,New Jersey Nets,11-02-1997
685,Regular,Milwaukee Bucks,Toronto Raptors,11-02-1997
686,Regular,Miami Heat,Detroit Pistons,11-02-1997
687,Regular,Portland Trail Blazers,Phoenix Suns,11-02-1997
688,Regular,Houston Rockets,Vancouver Grizzlies,11-02-1997
689,Regular,Dallas Mavericks,San Antonio Spurs,11-02-1997
690,Regular,Cleveland Cavaliers,Philadelphia 76ers,11-02-1997
691,Regular,Chicago Bulls,Charlotte Hornets,11-02-1997
692,Regular,Los Angeles Clippers,Boston Celtics,11-02-1997
693,Regular,Atlanta Hawks,Toronto Raptors,12-02-1997
694,Regular,Charlotte Hornets,New Jersey Nets,12-02-1997
695,Regular,Detroit Pistons,Orlando Magic,12-02-1997
696,Regular,Indiana Pacers,Cleveland Cavaliers,12-02-1997
697,Regular,Minnesota Timberwolves,Los Angeles Lakers,12-02-1997
698,Regular,Phoenix Suns,Boston Celtics,12-02-1997
699,Regular,San Antonio Spurs,Vancouver Grizzlies,12-02-1997
700,Regular,New York Knicks,Philadelphia 76ers,13-02-1997
701,Regular,Utah Jazz,Portland Trail Blazers,13-02-1997
702,Regular,Sacramento Kings,Los Angeles Clippers,13-02-1997
703,Regular,Denver Nuggets,Los Angeles Lakers,13-02-1997
704,Regular,Dallas Mavericks,Golden State Warriors,13-02-1997
705,Regular,Miami Heat,Indiana Pacers,13-02-1997
706,Regular,Vancouver Grizzlies,Boston Celtics,14-02-1997
707,Regular,Toronto Raptors,Milwaukee Bucks,14-02-1997
708,Regular,Seattle SuperSonics,Houston Rockets,14-02-1997
709,Regular,San Antonio Spurs,Golden State Warriors,14-02-1997
710,Regular,Washington Bullets,New Jersey Nets,14-02-1997
711,Regular,Minnesota Timberwolves,Orlando Magic,14-02-1997
712,Regular,Charlotte Hornets,Detroit Pistons,14-02-1997
713,Regular,Atlanta Hawks,Chicago Bulls,14-02-1997
714,Regular,Phoenix Suns,Los Angeles Clippers,14-02-1997
715,Regular,Miami Heat,Philadelphia 76ers,15-02-1997
716,Regular,Milwaukee Bucks,Denver Nuggets,15-02-1997
717,Regular,New Jersey Nets,Washington Bullets,15-02-1997
718,Regular,Portland Trail Blazers,Houston Rockets,15-02-1997
719,Regular,San Antonio Spurs,Atlanta Hawks,15-02-1997
720,Regular,Utah Jazz,Dallas Mavericks,15-02-1997
721,Regular,New York Knicks,Indiana Pacers,16-02-1997
722,Regular,Toronto Raptors,Detroit Pistons,16-02-1997
723,Regular,Philadelphia 76ers,Denver Nuggets,16-02-1997
724,Regular,Portland Trail Blazers,Boston Celtics,16-02-1997
725,Regular,Sacramento Kings,Golden State Warriors,16-02-1997
726,Regular,Chicago Bulls,Orlando Magic,16-02-1997
727,Regular,Los Angeles Lakers,Seattle SuperSonics,16-02-1997
728,Regular,Minnesota Timberwolves,Phoenix Suns,16-02-1997
729,Regular,Washington Bullets,Milwaukee Bucks,17-02-1997
730,Regular,Charlotte Hornets,Orlando Magic,17-02-1997
731,Regular,Cleveland Cavaliers,New Jersey Nets,17-02-1997
732,Regular,Houston Rockets,Atlanta Hawks,17-02-1997
733,Regular,Indiana Pacers,Toronto Raptors,17-02-1997
734,Regular,Seattle SuperSonics,Boston Celtics,17-02-1997
735,Regular,Vancouver Grizzlies,Dallas Mavericks,17-02-1997
736,Regular,Utah Jazz,San Antonio Spurs,18-02-1997
737,Regular,Sacramento Kings,Minnesota Timberwolves,18-02-1997
738,Regular,New York Knicks,Phoenix Suns,18-02-1997
739,Regular,Philadelphia 76ers,Miami Heat,18-02-1997
740,Regular,Chicago Bulls,Denver Nuggets,18-02-1997
741,Regular,Los Angeles Clippers,Dallas Mavericks,18-02-1997
742,Regular,San Antonio Spurs,Toronto Raptors,19-02-1997
743,Regular,Los Angeles Lakers,Cleveland Cavaliers,19-02-1997
744,Regular,Orlando Magic,Portland Trail Blazers,19-02-1997
745,Regular,Golden State Warriors,Boston Celtics,19-02-1997
746,Regular,Vancouver Grizzlies,Minnesota Timberwolves,19-02-1997
747,Regular,Charlotte Hornets,Phoenix Suns,19-02-1997
748,Regular,Atlanta Hawks,Indiana Pacers,19-02-1997
749,Regular,Detroit Pistons,Washington Bullets,19-02-1997
750,Regular,Philadelphia 76ers,Los Angeles Clippers,20-02-1997
751,Regular,Utah Jazz,Boston Celtics,20-02-1997
752,Regular,Sacramento Kings,New York Knicks,20-02-1997
753,Regular,New Jersey Nets,Miami Heat,20-02-1997
754,Regular,Indiana Pacers,Denver Nuggets,20-02-1997
755,Regular,Houston Rockets,Toronto Raptors,20-02-1997
756,Regular,Dallas Mavericks,Milwaukee Bucks,20-02-1997
757,Regular,Washington Bullets,Chicago Bulls,21-02-1997
758,Regular,Seattle SuperSonics,New York Knicks,21-02-1997
759,Regular,San Antonio Spurs,Milwaukee Bucks,21-02-1997
760,Regular,Phoenix Suns,Cleveland Cavaliers,21-02-1997
761,Regular,Minnesota Timberwolves,Golden State Warriors,21-02-1997
762,Regular,Orlando Magic,Denver Nuggets,21-02-1997
763,Regular,Los Angeles Lakers,Vancouver Grizzlies,21-02-1997
764,Regular,Detroit Pistons,New Jersey Nets,21-02-1997
765,Regular,Charlotte Hornets,Los Angeles Clippers,21-02-1997
766,Regular,Atlanta Hawks,Houston Rockets,21-02-1997
767,Regular,Miami Heat,Portland Trail Blazers,21-02-1997
768,Regular,Philadelphia 76ers,Portland Trail Blazers,22-02-1997
769,Regular,Atlanta Hawks,Charlotte Hornets,22-02-1997
770,Regular,Chicago Bulls,Golden State Warriors,22-02-1997
771,Regular,Dallas Mavericks,Toronto Raptors,22-02-1997
772,Regular,Miami Heat,Denver Nuggets,23-02-1997
773,Regular,Los Angeles Lakers,New York Knicks,23-02-1997
774,Regular,Milwaukee Bucks,Los Angeles Clippers,23-02-1997
775,Regular,Houston Rockets,San Antonio Spurs,23-02-1997
776,Regular,New Jersey Nets,Boston Celtics,23-02-1997
777,Regular,Indiana Pacers,Orlando Magic,23-02-1997
778,Regular,Utah Jazz,Seattle SuperSonics,23-02-1997
779,Regular,Phoenix Suns,Dallas Mavericks,23-02-1997
780,Regular,Washington Bullets,Detroit Pistons,23-02-1997
781,Regular,Vancouver Grizzlies,Cleveland Cavaliers,23-02-1997
782,Regular,Atlanta Hawks,Golden State Warriors,24-02-1997
783,Regular,Chicago Bulls,Portland Trail Blazers,24-02-1997
784,Regular,Orlando Magic,Detroit Pistons,24-02-1997
785,Regular,San Antonio Spurs,Charlotte Hornets,24-02-1997
786,Regular,New Jersey Nets,Sacramento Kings,25-02-1997
787,Regular,Washington Bullets,Indiana Pacers,25-02-1997
788,Regular,Utah Jazz,New York Knicks,25-02-1997
789,Regular,Los Angeles Clippers,Philadelphia 76ers,25-02-1997
790,Regular,Dallas Mavericks,Charlotte Hornets,25-02-1997
791,Regular,Denver Nuggets,Toronto Raptors,25-02-1997
